Retention Priority,Customer ID,Surname,Geography,Gender,Age,Tenure,Credit Score,Balance,Number of Products,Has Credit Card,Is Active Member,Estimated Salary,Churn Probability Percent,Risk Level,Predicted Churn,Actual Churn,Recommended Retention Action
568,15569274,Pisano,Germany,Male,49,2,678,116933.11,1,1,0,195053.58,79.69,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
569,15725794,Winters,France,Female,49,1,659,0.0,1,1,0,116249.72,79.59,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
570,15737267,Marcelo,France,Female,49,1,676,0.0,1,1,0,79342.31,79.59,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
571,15694765,Sabbatini,Germany,Male,49,6,610,113882.33,1,1,0,195813.81,79.54,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
572,15769959,Ajuluchukwu,France,Female,53,4,597,88381.21,1,1,0,69384.71,79.49,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
573,15714485,Udinese,France,Male,60,5,774,85891.55,1,1,0,74135.48,79.43,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
574,15760216,Pokrovskaya,France,Female,49,10,718,0.0,1,1,0,184474.72,79.43,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
575,15571529,Kirby,Germany,Female,48,7,650,138232.24,1,1,0,57594.78,79.36,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
576,15601659,Fiorentino,Germany,Female,59,7,496,91680.1,2,1,0,163141.18,79.3,High Risk,1,1,Relationship-manager outreach and digital engagement support
577,15744873,Wright,Germany,Female,48,5,657,143595.87,1,0,0,101314.65,79.28,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
578,15664555,Hughes,France,Male,40,2,587,0.0,4,0,1,106174.7,79.26,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
579,15726855,Oliver,Germany,Female,45,9,805,116585.97,1,1,0,189428.75,79.24,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
580,15728963,Wei,Germany,Female,51,10,617,167273.71,1,0,0,93439.75,79.21,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
581,15649292,Bellucci,France,Female,49,7,748,29602.08,1,0,0,163550.58,79.15,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
582,15646372,Outhwaite,France,Female,66,1,616,135842.41,1,1,0,183840.51,79.11,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
583,15718057,Onyinyechukwuka,France,Female,51,2,760,100946.71,1,0,0,179614.8,79.07,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
584,15608873,Smith,France,Male,51,2,665,0.0,1,0,0,53353.36,79.07,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
585,15637753,O'Sullivan,Germany,Male,50,2,751,96888.39,1,1,0,77206.25,79.02,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
586,15608528,Munro,France,Female,68,9,645,0.0,4,1,1,176353.87,78.95,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
587,15732061,Liu,Germany,Female,45,1,850,121874.89,1,0,0,6865.41,78.95,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
588,15620756,Stokes,France,Male,49,6,747,202904.64,1,1,1,17298.72,78.93,High Risk,1,1,Needs-based product review and personalized loyalty offer
589,15605698,Harrison,France,Male,58,3,746,0.0,3,1,1,80344.96,78.84,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
590,15738148,Clarke,France,Female,51,8,465,122522.32,1,0,0,181297.65,78.8,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
591,15691004,Yu,Spain,Male,37,1,407,0.0,1,1,1,49161.12,78.77,High Risk,1,1,Needs-based product review and personalized loyalty offer
592,15761053,Lock,Germany,Male,48,2,596,131326.47,1,0,0,1140.02,78.76,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
593,15707567,Esposito,Germany,Male,50,6,732,145338.76,1,0,0,91936.1,78.73,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
594,15677796,Becher,Germany,Male,47,9,766,129289.98,1,1,0,169935.46,78.69,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
595,15756920,Genovesi,France,Male,63,9,576,70655.48,1,0,0,78955.8,78.68,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
596,15800434,Burgess,Germany,Male,52,10,811,76915.4,1,0,0,146359.81,78.67,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
597,15732643,Pike,Spain,Female,53,1,386,131955.07,1,1,1,62514.65,78.66,High Risk,1,1,Needs-based product review and personalized loyalty offer
598,15770995,Sinclair,Germany,Female,47,1,753,131160.85,1,1,0,197444.69,78.66,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
599,15653849,Lu,Germany,Female,48,3,572,152827.99,1,1,0,38411.79,78.66,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
600,15760865,Fan,Germany,Female,48,7,754,141819.02,1,1,0,93550.53,78.59,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
601,15658768,Lucas,France,Female,49,2,547,0.0,1,0,0,65466.93,78.52,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
602,15720071,Fiorentini,France,Female,49,3,535,0.0,1,0,0,61820.41,78.52,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
603,15569079,Hagins,Germany,Male,48,6,632,126066.26,1,1,0,64345.61,78.51,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
604,15722010,Zuyev,Spain,Male,53,9,621,170491.84,1,1,0,35588.07,78.47,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
605,15684951,He,France,Female,59,2,542,68892.77,2,1,0,7905.06,78.34,High Risk,1,1,Relationship-manager outreach and digital engagement support
606,15623499,Holman,Germany,Male,49,9,548,108437.89,1,0,0,127022.87,78.32,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
607,15756321,Johnston,Spain,Female,52,5,612,144772.69,1,0,0,98302.57,78.32,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
608,15790630,Olisaemeka,France,Female,48,4,619,0.0,1,0,0,18094.96,78.31,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
609,15587299,Board,France,Female,48,3,567,0.0,1,1,0,55362.45,78.24,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
610,15700627,Y?,Germany,Female,46,2,637,143500.82,1,1,0,166996.46,78.23,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
611,15627352,Bulgakov,Germany,Male,46,7,459,110356.42,1,1,0,4969.13,78.21,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
612,15654859,Ngozichukwuka,Spain,Female,63,2,612,131629.17,2,1,0,122109.58,78.18,High Risk,1,1,Relationship-manager outreach and digital engagement support
613,15593736,Cook,Germany,Female,46,7,598,131769.04,1,0,0,184980.23,78.03,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
614,15772892,Robertson,France,Female,49,2,699,0.0,1,0,0,105760.01,77.98,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
615,15569595,Walker,France,Female,50,6,678,0.0,1,1,0,8199.5,77.98,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
616,15583863,Chimaobim,Germany,Male,49,8,681,142946.18,1,0,0,187280.51,77.97,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
617,15643770,Yu,France,Female,52,5,682,112670.48,1,1,0,21085.17,77.91,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
618,15779492,Trevisano,Spain,Male,56,6,796,94231.13,1,0,0,121164.6,77.89,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
619,15793949,Cheng,France,Female,48,4,726,0.0,1,1,0,114020.06,77.88,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
620,15761670,Morley,France,Female,50,8,695,0.0,1,1,0,126381.6,77.87,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
621,15732644,Evans,Spain,Female,54,5,567,92316.31,2,1,0,158590.66,77.85,High Risk,1,1,Relationship-manager outreach and digital engagement support
622,15773283,Dennis,France,Male,65,6,641,38340.02,1,1,0,32607.77,77.85,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
623,15709016,North,Germany,Female,47,1,687,91219.29,1,0,0,158845.49,77.78,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
624,15745399,Marino,Spain,Female,49,2,649,0.0,1,1,0,84863.85,77.74,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
625,15677105,Rossi,Germany,Female,46,4,706,105214.58,1,1,0,108699.59,77.71,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
626,15628972,Nebeolisa,Germany,Male,32,1,699,123906.22,3,1,1,127443.82,77.7,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
627,15672374,Pai,France,Male,52,8,672,170008.84,1,0,0,56407.42,77.62,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
628,15771942,Tikhonov,Germany,Female,46,9,528,135555.66,1,1,0,133146.03,77.55,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
629,15601857,Woodhouse,Germany,Female,46,4,705,115518.07,1,0,0,76544.9,77.45,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
630,15670898,McKenzie,France,Female,60,5,740,108028.08,2,0,0,25980.42,77.41,High Risk,1,1,Relationship-manager outreach and digital engagement support
631,15762762,Onyekachukwu,Germany,Female,45,5,648,118886.55,1,0,0,51636.7,77.33,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
632,15589475,Azikiwe,Spain,Female,39,3,591,0.0,3,1,0,140469.38,77.28,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
633,15709941,Feng,France,Male,46,8,753,0.0,3,1,0,90747.94,77.24,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
634,15597930,Wilson,France,Male,52,8,646,59669.43,1,0,0,172495.81,77.18,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
635,15725679,Hsia,France,Female,47,6,531,0.0,1,0,0,194998.34,77.15,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
636,15761554,Blackburn,France,Male,54,4,581,89299.81,1,0,0,5558.47,77.15,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
637,15728706,Amaechi,France,Female,49,7,534,0.0,1,1,0,13566.48,77.14,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
638,15647292,Peng,France,Male,63,7,697,148368.02,1,0,0,118862.08,77.07,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
639,15669414,Pisano,Germany,Male,62,9,486,118356.89,2,1,0,168034.83,77.06,High Risk,1,1,Relationship-manager outreach and digital engagement support
640,15678284,Pai,France,Male,35,7,651,74623.5,3,1,0,129451.29,76.93,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
641,15740442,May,France,Male,51,8,603,186825.57,1,1,0,93739.71,76.78,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
642,15758023,Grigoryeva,Germany,Male,47,5,544,105245.21,1,0,0,99922.08,76.61,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
643,15812616,Enyinnaya,France,Female,49,10,707,0.0,1,1,0,82967.97,76.59,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
644,15810723,Sanderson,France,Female,39,10,607,0.0,3,1,0,132741.13,76.51,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
645,15758813,Campbell,Germany,Male,39,0,350,109733.2,2,0,0,123602.11,76.44,High Risk,1,1,Relationship-manager outreach and digital engagement support
646,15781553,Chung,Germany,Female,49,9,760,91502.99,1,1,0,117232.9,76.39,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
647,15624519,Calabrese,Germany,Female,49,9,656,97092.87,1,1,0,74771.22,76.37,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
648,15776454,Hamilton,France,Female,48,5,603,0.0,1,1,0,100478.6,76.33,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
649,15669899,Fitts,Germany,Female,45,7,755,135643.0,1,0,0,143619.52,76.32,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
650,15769703,West,Germany,Female,45,8,550,111257.59,1,0,0,97623.42,76.24,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
651,15811343,Cattaneo,Germany,Male,35,5,644,161591.11,3,1,1,63795.62,76.17,High Risk,1,0,"Review product suitability, fees, service quality, and product complexity"
652,15805704,Murphy,France,Female,32,2,745,0.0,4,0,1,179705.13,76.15,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
653,15617486,Sullivan,France,Male,52,1,530,106723.28,1,0,0,109960.4,76.14,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
654,15579334,Watkins,Germany,Female,45,5,769,126674.81,1,1,0,124118.71,75.97,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
655,15635870,She,Germany,Female,50,5,579,117721.02,1,0,1,192146.63,75.85,High Risk,1,1,Needs-based product review and personalized loyalty offer
656,15758901,Henderson,Spain,Female,47,1,713,0.0,1,1,0,107825.08,75.81,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
657,15616152,Pai,France,Female,47,1,754,185513.67,1,1,0,27438.83,75.73,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
658,15666055,Rowe,France,Female,49,7,705,0.0,1,1,0,63405.2,75.68,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
659,15652626,Grave,France,Male,55,4,826,115285.85,1,1,0,140126.17,75.64,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
660,15765300,L?,Germany,Male,40,5,596,62389.03,3,1,0,148623.43,75.56,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
661,15577515,Sung,Germany,Female,55,0,554,108477.27,1,0,1,140003.0,75.5,High Risk,1,1,Needs-based product review and personalized loyalty offer
662,15690452,Tung,France,Male,52,1,605,63349.75,1,1,0,108887.44,75.45,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
663,15586674,Shaw,Spain,Female,58,5,663,216109.88,1,0,1,74176.71,75.36,High Risk,1,1,Needs-based product review and personalized loyalty offer
664,15687153,Graham,Germany,Male,49,8,850,98649.55,1,1,0,119174.88,75.31,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
665,15693764,Mai,Spain,Male,52,0,663,136298.65,1,1,0,144593.3,75.11,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
666,15640074,Barrett,Spain,Female,47,5,666,0.0,1,0,0,166650.9,75.07,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
667,15602010,Zikoranaudodimma,Germany,Female,45,5,850,103909.86,1,1,0,60083.11,75.06,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
668,15566988,Iqbal,Germany,Female,46,7,656,141535.52,1,1,0,50595.15,74.97,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
669,15668309,Maslow,France,Female,40,0,350,111098.85,1,1,1,172321.21,74.9,High Risk,1,1,Needs-based product review and personalized loyalty offer
670,15634245,Muecke,Germany,Female,47,9,758,95523.16,1,1,0,73294.48,74.85,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
671,15756804,O'Loghlen,France,Female,48,1,636,170833.46,1,1,0,110510.28,74.72,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
672,15765518,Gregson,France,Female,51,2,643,105229.53,1,1,0,34967.75,74.69,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
673,15744044,Fiorentini,Germany,Male,47,4,572,99353.42,1,1,0,196549.85,74.62,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
674,15715907,Onwubiko,France,Male,64,9,699,113109.52,1,1,0,27980.8,74.57,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
675,15623712,Coates,Spain,Female,42,5,453,0.0,3,1,0,83008.49,74.53,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
676,15596455,Mao,Spain,Female,45,2,546,0.0,1,0,0,197789.83,74.43,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
677,15728005,Urban,France,Female,57,9,698,111359.55,2,1,0,105715.01,74.39,High Risk,1,0,Relationship-manager outreach and digital engagement support
678,15756026,Hooper,Spain,Female,46,9,790,0.0,1,0,0,14679.81,74.38,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
679,15808868,Nwokeocha,France,Female,31,3,652,103696.97,3,0,0,155221.05,74.37,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
680,15675337,Forbes,Germany,Female,34,5,395,106011.59,1,1,1,17376.57,74.36,High Risk,1,1,Needs-based product review and personalized loyalty offer
681,15589793,Onwuamaeze,France,Male,53,8,604,144453.75,1,1,0,190998.96,74.35,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
682,15629299,Yang,Germany,Female,52,1,546,106074.89,1,1,1,23548.45,74.25,High Risk,1,1,Needs-based product review and personalized loyalty offer
683,15803689,Begum,Germany,Female,51,1,647,119741.77,2,0,0,54954.51,74.18,High Risk,1,1,Relationship-manager outreach and digital engagement support
684,15640580,Obiora,France,Female,47,9,650,0.0,1,1,0,187943.6,74.17,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
685,15582168,Muravyova,Germany,Female,61,4,713,149525.34,2,1,0,123663.63,74.13,High Risk,1,0,Relationship-manager outreach and digital engagement support
686,15661626,Algeranoff,Germany,Female,45,6,732,98792.4,1,1,0,81491.7,74.12,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
687,15768163,Griffin,Germany,Female,46,7,655,137145.12,1,1,0,115146.4,73.97,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
688,15706163,Enyinnaya,Germany,Male,46,4,518,113625.93,1,0,0,92727.42,73.89,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
689,15797900,Chinomso,France,Male,56,9,517,142147.32,1,0,0,39488.04,73.88,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
690,15633213,Rizzo,Spain,Male,50,8,628,0.0,1,0,0,144366.83,73.87,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
691,15582325,Jennings,France,Male,52,2,524,87894.26,1,1,0,173899.42,73.86,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
692,15657306,Kershaw,France,Female,47,2,567,0.0,1,0,0,110900.43,73.84,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
693,15654025,Jones,France,Female,51,4,646,101629.3,1,0,0,130541.1,73.83,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
694,15641319,Afanasyeva,Spain,Male,50,4,518,0.0,1,0,0,107112.25,73.75,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
695,15755649,Winter-Irving,Germany,Male,47,7,584,130538.77,1,1,0,92915.84,73.68,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
696,15808386,Cocci,Germany,Female,45,7,721,138523.2,1,0,0,59604.45,73.53,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
697,15607537,Crawford,Germany,Male,46,9,587,107850.82,1,1,0,139431.0,73.5,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
698,15785406,Watts,France,Female,51,4,446,105056.13,1,0,0,70613.52,73.48,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
699,15798470,Scannell,Spain,Female,48,1,764,75990.97,1,1,0,158323.81,73.45,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
700,15693690,Iweobiegbunam,Spain,Male,52,7,574,115532.52,1,1,0,196257.67,73.39,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
701,15683183,Volkova,Germany,Female,45,6,766,97652.96,1,1,0,127332.33,73.17,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
702,15665956,Pendergrass,France,Female,46,1,509,0.0,1,1,0,71244.59,73.13,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
703,15586236,Banks,France,Male,31,5,704,132084.66,3,1,1,54474.48,73.08,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
704,15671209,Holden,Germany,Female,29,5,593,101713.84,3,1,0,134594.99,73.08,High Risk,1,0,"Review product suitability, fees, service quality, and product complexity"
705,15732917,Li,Germany,Male,46,5,729,117837.43,1,1,0,104016.61,73.02,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
706,15749401,Ko,France,Male,60,9,686,0.0,3,1,1,75246.21,72.97,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
707,15591010,McDonald,Germany,Male,55,8,434,109339.17,2,1,0,96405.88,72.93,High Risk,1,1,Relationship-manager outreach and digital engagement support
708,15678727,Tan,Germany,Male,45,4,770,110765.68,1,1,0,26163.74,72.86,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
709,15787161,Pisani,Germany,Male,46,4,591,129269.27,1,1,0,163504.33,72.85,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
710,15744517,Esposito,Spain,Male,50,9,735,0.0,1,0,0,166677.35,72.82,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
711,15660505,Romani,Germany,Male,46,2,735,106344.95,1,1,0,114371.33,72.81,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
712,15740487,Ross,France,Female,41,6,627,0.0,3,1,1,138700.75,72.66,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
713,15749905,Carr,Spain,Female,47,6,698,0.0,1,1,0,50213.81,72.6,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
714,15578297,Ebelegbulam,Germany,Female,43,1,737,125537.38,1,1,0,138510.01,72.55,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
715,15592412,Sun,Germany,Male,45,4,713,131038.14,1,1,0,74005.04,72.51,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
716,15588090,Ferri,Germany,Female,51,8,726,107494.86,2,1,0,140937.91,72.41,High Risk,1,1,Relationship-manager outreach and digital engagement support
717,15593499,Stevens,Spain,Female,47,6,686,0.0,1,1,0,32080.69,72.4,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
718,15566660,Cole,France,Female,41,10,670,0.0,3,1,0,81602.02,72.38,High Risk,1,0,"Review product suitability, fees, service quality, and product complexity"
719,15719940,Gibbons,Germany,Female,51,10,628,115280.49,2,0,0,12628.61,72.36,High Risk,1,1,Relationship-manager outreach and digital engagement support
720,15785705,Thomson,Germany,Female,44,10,705,106731.58,1,1,0,137419.87,72.33,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
721,15595842,Paramor,Germany,Male,45,2,748,119852.01,1,0,0,73853.94,72.32,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
722,15573888,Ponomaryov,Germany,Female,43,1,648,107963.38,1,0,0,186438.86,72.26,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
723,15623369,Clifton,France,Male,52,10,708,105355.81,1,1,0,123.07,72.22,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
724,15597968,Fyans,Spain,Male,50,7,617,0.0,1,1,0,184839.7,72.21,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
725,15802741,Mitchel,France,Female,51,7,625,136294.97,1,1,0,38867.46,72.1,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
726,15678497,Lederer,Spain,Male,48,2,850,0.0,1,1,0,169425.3,72.09,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
727,15746674,Miller,France,Female,47,7,730,0.0,1,1,0,33373.26,72.03,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
728,15585901,Johnson,Spain,Male,35,1,717,0.0,3,0,0,174770.14,71.99,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
729,15592000,Calabresi,Germany,Female,48,9,781,82794.18,1,1,0,124720.68,71.93,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
730,15568573,Graham,Germany,Female,51,7,554,105701.91,1,0,1,179797.79,71.82,High Risk,1,1,Needs-based product review and personalized loyalty offer
731,15573851,Macrossan,France,Female,38,1,735,0.0,3,0,0,92220.12,71.82,High Risk,1,1,"Review product suitability, fees, service quality, and product complexity"
732,15627220,Kang,Germany,Female,43,9,735,98807.45,1,0,0,184570.04,71.73,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
733,15799635,Arbour,Spain,Male,51,2,577,108867.0,1,0,0,140800.66,71.55,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
734,15713774,Chikwendu,Spain,Female,46,6,644,12459.19,1,0,0,156787.34,71.5,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
735,15609913,Clark,France,Female,46,9,743,0.0,1,1,0,113436.08,71.46,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
736,15655213,Udinese,Germany,Female,51,8,591,132508.3,1,1,1,161304.68,71.45,High Risk,1,1,Needs-based product review and personalized loyalty offer
737,15637599,Cremonesi,Germany,Female,44,4,510,123070.89,1,1,0,28461.29,71.45,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
738,15591986,Johnston,Germany,Male,46,6,621,141078.37,1,0,0,34580.8,71.41,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
739,15626008,Miller,Germany,Female,52,9,622,111973.97,1,1,1,162756.29,71.35,High Risk,1,1,Needs-based product review and personalized loyalty offer
740,15639265,Isaacs,France,Male,54,7,714,126113.28,1,1,0,112777.38,71.34,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
741,15764033,Lin,Germany,Female,43,1,693,121927.92,1,1,0,87994.95,71.28,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
742,15751177,Milne,Germany,Female,44,2,685,119657.53,1,1,0,145387.05,71.25,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
743,15753110,McKay,Spain,Male,64,3,720,45752.78,2,1,0,79623.28,71.14,High Risk,1,1,Relationship-manager outreach and digital engagement support
744,15581295,Ch'ien,Spain,Female,45,1,617,0.0,1,1,0,143298.06,71.13,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
745,15578671,Webb,Spain,Female,29,1,706,209490.21,1,1,1,133267.69,71.05,High Risk,1,1,Needs-based product review and personalized loyalty offer
746,15761023,Murphy,Germany,Female,43,2,554,120847.11,1,1,0,7611.61,71.02,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
747,15569666,Goddard,France,Female,45,4,517,0.0,1,0,0,172674.36,70.9,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
748,15758116,Rossi,France,Male,53,5,666,64646.7,1,1,0,128019.48,70.88,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
749,15579826,Young,France,Female,66,9,439,0.0,1,1,0,65535.56,70.84,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
750,15650538,Sun,Germany,Female,48,7,445,168286.58,1,1,0,16645.77,70.82,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
751,15623630,Foster,Germany,Female,56,3,634,116251.24,1,0,1,42429.88,70.82,High Risk,1,1,Needs-based product review and personalized loyalty offer
752,15584113,Pratt,Germany,Female,53,4,823,124954.94,1,0,1,131259.6,70.69,High Risk,1,1,Needs-based product review and personalized loyalty offer
753,15673995,Tu,Spain,Female,65,9,516,102541.1,1,1,0,181490.42,70.69,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
754,15654456,Napolitano,Germany,Male,48,6,511,149726.08,1,0,0,88307.87,70.64,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
755,15634281,P'an,Germany,Female,43,10,720,110822.9,1,0,0,72861.94,70.59,High Risk,1,0,Priority re-engagement contact and needs-based second-product review
756,15579130,Chidiegwu,Germany,Female,43,0,708,118994.84,1,1,0,181499.77,70.59,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
757,15750867,Nucci,Germany,Female,46,8,489,92060.06,1,1,0,147222.95,70.54,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
758,15605275,Ofodile,Germany,Male,45,8,725,116917.07,1,0,0,173464.43,70.53,High Risk,1,1,Priority re-engagement contact and needs-based second-product review
759,15730793,Russell,Germany,Female,54,3,699,111009.32,1,1,1,155905.79,70.49,High Risk,1,1,Needs-based product review and personalized loyalty offer
